id	kind	source_hash	source	translation
block:block.enderio.fused_quartz_dna_magenta	block_name	sha256:aa7dcf0349144c816b87d7f65d2925c758afcfb1cccd88667ea3a6341252fed3	Fused Quartz Dna Magenta	
block:block.enderio.fused_quartz_dna_orange	block_name	sha256:6293eb5214bddc327e932124f1f98b7da011dc656b42a0d82ded13d097478aea	Fused Quartz Dna Orange	
block:block.enderio.fused_quartz_dna_pink	block_name	sha256:f4331d2c2adbce78c62e9d487f91950e613838afdf5abc71c161564e82f2e7dd	Fused Quartz Dna Pink	
block:block.enderio.fused_quartz_dna_purple	block_name	sha256:456e460440d8e043179cc94d57da48d0ae4c838d5b904aea5dec59ca6f84c3bd	Fused Quartz Dna Purple	
block:block.enderio.fused_quartz_dna_red	block_name	sha256:36e9c83613f3165156ce145df20a96289ebaa1324070faffba996f75945be361	Fused Quartz Dna Red	
block:block.enderio.fused_quartz_dna_white	block_name	sha256:912e30acf6ce9e68a4ce18b8973bf9ff7054dd08202b584bea1245e39b2647d5	Fused Quartz Dna White	
block:block.enderio.fused_quartz_dna_yellow	block_name	sha256:8c288fbe6e11be7721bde57e084945d8c7f95a5d04f0639bbfb1e50dc89517a2	Fused Quartz Dna Yellow	
block:block.enderio.fused_quartz_dnm	block_name	sha256:d3d72f6192f48b2b39b2e7c176609c6c1430bb2a9a5bda98d0b3194b5d150bf7	Fused Quartz Dnm	
block:block.enderio.fused_quartz_dnm_black	block_name	sha256:8f57e05fc03bae01124d401046a1f37852bffa0c0e8205266ce37ec4aec87650	Fused Quartz Dnm Black	
block:block.enderio.fused_quartz_dnm_blue	block_name	sha256:d1eec1ea1615b24118152a9b58c8033127b6288283ec95590cf1ff580df249d4	Fused Quartz Dnm Blue	
block:block.enderio.fused_quartz_dnm_brown	block_name	sha256:90442650244bf43348529fd55a76d233c6cc456fa2670cb3ec506a831105bd69	Fused Quartz Dnm Brown	
block:block.enderio.fused_quartz_dnm_cyan	block_name	sha256:ec8892f8b73047753a027ed4a2ffbb9466170d78d15b4332984b370b5438a9e0	Fused Quartz Dnm Cyan	
block:block.enderio.fused_quartz_dnm_gray	block_name	sha256:64f4ad4255ffbc5cf785159e9fea511ee4bc11752304780ae579091aa0f22178	Fused Quartz Dnm Gray	
block:block.enderio.fused_quartz_dnm_green	block_name	sha256:f349c149c1c4f764c3c00965dc53e93b9c6d5e95ca6b622351ffbeed6b91313b	Fused Quartz Dnm Green	
block:block.enderio.fused_quartz_dnm_light_blue	block_name	sha256:82587f29a5a4ae4a1801e3679fc34fe39bc94d221061ef5ec46e39cd485eaca3	Fused Quartz Dnm Light Blue	
block:block.enderio.fused_quartz_dnm_light_gray	block_name	sha256:8c798d6694037a3790cbbc47c02c41e7ad27998449806938a25099b893bb3167	Fused Quartz Dnm Light Gray	
block:block.enderio.fused_quartz_dnm_lime	block_name	sha256:11f1e6316f412e74747c931cf2b281033d6b420fd594e6baff6bdd9bc017616b	Fused Quartz Dnm Lime	
block:block.enderio.fused_quartz_dnm_magenta	block_name	sha256:141cd5b0c56d397ae5fb47f5d1bbd25b76dc351c676dee4f42eb9fe1fc7c6de9	Fused Quartz Dnm Magenta	
block:block.enderio.fused_quartz_dnm_orange	block_name	sha256:fbc0cb4092f0b1bc8bcbbcc623429cbb208d86cc3c781fd1787a3994e1988758	Fused Quartz Dnm Orange	
block:block.enderio.fused_quartz_dnm_pink	block_name	sha256:c2d77ba55c0b134427d1bf095e450f7bd0334381818f760d00041a460689dd21	Fused Quartz Dnm Pink	
block:block.enderio.fused_quartz_dnm_purple	block_name	sha256:98763535016a3fd72b1cf2766086bf0084641e6aecd94040fea04cd3860e0420	Fused Quartz Dnm Purple	
block:block.enderio.fused_quartz_dnm_red	block_name	sha256:0ce2ca2e2169d5693b3c2ad246bbe99b58d54620dd0294d8111a1c6a7828c323	Fused Quartz Dnm Red	
block:block.enderio.fused_quartz_dnm_white	block_name	sha256:5e9fa6960bb46509de7ae2d85051c8a70d2420ed4c115a5c81d0088a63d2fed5	Fused Quartz Dnm White	
block:block.enderio.fused_quartz_dnm_yellow	block_name	sha256:fc7434f0e301853a187373f29bca0274840f52ba44d84de46a3e4f0e6e96e2b7	Fused Quartz Dnm Yellow	
block:block.enderio.fused_quartz_dnp	block_name	sha256:fa827d41b0c04044a6f43957f7a21325942bf1228d774292fb5c99a3d94e8476	Fused Quartz Dnp	
block:block.enderio.fused_quartz_dnp_black	block_name	sha256:3f0cdf9b9425ec84b39370576816797fce9abd256dae7e19d0ec4ad42d98ad07	Fused Quartz Dnp Black	
block:block.enderio.fused_quartz_dnp_blue	block_name	sha256:8e810a9b35a12278ee2d714a2ff38a5199b760dfa924c7c74bb7e9129434746e	Fused Quartz Dnp Blue	
block:block.enderio.fused_quartz_dnp_brown	block_name	sha256:c1ad999d41b09165df4bf7f010b0a6f3fb4d2b5002dcb8f9d3c8c4d79cfa8968	Fused Quartz Dnp Brown	
block:block.enderio.fused_quartz_dnp_cyan	block_name	sha256:090fa9024cab3ac4c5f50720d28986b270a37b2b0fdfd373b4446d2c30e1a9bd	Fused Quartz Dnp Cyan	
block:block.enderio.fused_quartz_dnp_gray	block_name	sha256:721f4b8959d38925af5550501b04e7ee9ffddd744ddaf8837bf13ad2b242f030	Fused Quartz Dnp Gray	
block:block.enderio.fused_quartz_dnp_green	block_name	sha256:1e04fbdce3a2ee211deb8df21a4789d3e8d17010845d13b9f156256db24997a7	Fused Quartz Dnp Green	
block:block.enderio.fused_quartz_dnp_light_blue	block_name	sha256:4187718cf01985b1f454a7ebee7b5443e5bc3ba5b577e176c5a9f6e0deb68ef1	Fused Quartz Dnp Light Blue	
block:block.enderio.fused_quartz_dnp_light_gray	block_name	sha256:a3f89b91e0aa5d0a837d586ec021aa9b26246cbaf7bd3d831a1bc91ce736ebab	Fused Quartz Dnp Light Gray	
block:block.enderio.fused_quartz_dnp_lime	block_name	sha256:ea67d9134aae17502c5a622d1ac59b4d3d6812cf61f863b9cf0354381b447615	Fused Quartz Dnp Lime	
block:block.enderio.fused_quartz_dnp_magenta	block_name	sha256:0f03430d15d749444a1ebaaca6995a36534b4de1d8e56d9723df813797362758	Fused Quartz Dnp Magenta	
block:block.enderio.fused_quartz_dnp_orange	block_name	sha256:325a927a94077d952f285060ba2c0c179b7ad0be0aee016f80b18ad7eb87e1db	Fused Quartz Dnp Orange	
block:block.enderio.fused_quartz_dnp_pink	block_name	sha256:2b073765dcfac2b88d98fc6e07cf0773f39605337077558a519a5d00b3a50d36	Fused Quartz Dnp Pink	
block:block.enderio.fused_quartz_dnp_purple	block_name	sha256:7465c66eb698f49e46212fca16d4607eed67e7f01034e430a83320bd15311a6b	Fused Quartz Dnp Purple	
block:block.enderio.fused_quartz_dnp_red	block_name	sha256:5ceb82aa94ad89b4caad92aa031427981b0d990d809f718c42c5e905178c1602	Fused Quartz Dnp Red	
block:block.enderio.fused_quartz_dnp_white	block_name	sha256:b894aa060d0177206424ba88aa057c563af43fd83d1e766903db5798e01ede20	Fused Quartz Dnp White	
block:block.enderio.fused_quartz_dnp_yellow	block_name	sha256:c567219f66e44512a847ea5e6e4fa4223671cbc57fa6715433405bd50e1fcbd3	Fused Quartz Dnp Yellow	
block:block.enderio.fused_quartz_dp	block_name	sha256:1da11d131567f3ce6c47fd6c3fe946edd8d591b191c13b070ec88cee48d5f8d4	Fused Quartz Dp	
block:block.enderio.fused_quartz_dp_black	block_name	sha256:4be603e824f7309c552d8a2899a988099619f57b17a6bfd4e45e98477e88b03a	Fused Quartz Dp Black	
block:block.enderio.fused_quartz_dp_blue	block_name	sha256:ac6cd02bf223397570f92d223da322f666281e901771f180b88b51696d5251aa	Fused Quartz Dp Blue	
block:block.enderio.fused_quartz_dp_brown	block_name	sha256:6ef94aa0f35e27d8552997b1c4073c1098f0f2561cbf56839dcb40b3250aa025	Fused Quartz Dp Brown	
block:block.enderio.fused_quartz_dp_cyan	block_name	sha256:eee9f8110d9c2093033d05e918d90e508f36c3372f5ea457344e2ae357d0625e	Fused Quartz Dp Cyan	
block:block.enderio.fused_quartz_dp_gray	block_name	sha256:309e2e6b39fbf3744531191781d1b39c9bd7d7e5b83eda0737d79e9689fc2727	Fused Quartz Dp Gray	
block:block.enderio.fused_quartz_dp_green	block_name	sha256:32468cb12f9801a8703c41f7664eab73f3636b1a2a322368d1bf1e082b73f54b	Fused Quartz Dp Green	
block:block.enderio.fused_quartz_dp_light_blue	block_name	sha256:4d9d11073d0e7073fefda533605d06d48a42fd57098cab99226bf0ec9dfe3c73	Fused Quartz Dp Light Blue	
block:block.enderio.fused_quartz_dp_light_gray	block_name	sha256:6d3f07d8036391f3fff0337f8430356928f43386010469e0de9fe4cca64e7787	Fused Quartz Dp Light Gray	
block:block.enderio.fused_quartz_dp_lime	block_name	sha256:fd9450c9c9217fe707a3a572135db2d17d36678a1b5cb940b2e328c2fa4cfad1	Fused Quartz Dp Lime	
block:block.enderio.fused_quartz_dp_magenta	block_name	sha256:6b833cc30f11c72474818e8cd1ff9e8effbdd420b8961fc793e50ffe1cf6d53f	Fused Quartz Dp Magenta	
block:block.enderio.fused_quartz_dp_orange	block_name	sha256:53450f308d0718ca002b983c3a19382e9727d8e39ca2d3be64df26279a7f859a	Fused Quartz Dp Orange	
block:block.enderio.fused_quartz_dp_pink	block_name	sha256:c9d69cf741e1a47de59dd58b9c0d4b201f6c8374970ed340221248ac5a2dcd4b	Fused Quartz Dp Pink	
block:block.enderio.fused_quartz_dp_purple	block_name	sha256:02a5f407984b185e0c94f7bad6a1ae2d56075f13740a334f7b3edb2f009362b6	Fused Quartz Dp Purple	
block:block.enderio.fused_quartz_dp_red	block_name	sha256:e4c408a9df590edb221859b28d612a3ff1ab58dfe97e1b365318a8ff5458d8ab	Fused Quartz Dp Red	
block:block.enderio.fused_quartz_dp_white	block_name	sha256:84936146018c80e5a509225cf6357b0e26e84cd5c9dfd79e485a81bf88902510	Fused Quartz Dp White	
block:block.enderio.fused_quartz_dp_yellow	block_name	sha256:8d42199fbaa6f09291ff5b3a341ebb6de5bfbd3e4fd4a2eb158dabdcccfa0f78	Fused Quartz Dp Yellow	
block:block.enderio.fused_quartz_ea	block_name	sha256:0a305327f66ee8d4b21fe85952d08efa955a442587e5ce6957bd8538d38731a5	Fused Quartz Ea	
block:block.enderio.fused_quartz_ea_black	block_name	sha256:54bfdb61ab28ed572d82be87e51298e7123d40325f13ea3d1d249491d3d4d158	Fused Quartz Ea Black	
block:block.enderio.fused_quartz_ea_blue	block_name	sha256:a33339fb914c0191aa427e808a63f20d9d5e4b1a9cb96b8c9f1cabd54a5d81a5	Fused Quartz Ea Blue	
block:block.enderio.fused_quartz_ea_brown	block_name	sha256:08e3091a54cbc8af17b9f32087da79ac146e02374eae2aeb5f2fa8d982e20e3f	Fused Quartz Ea Brown	
block:block.enderio.fused_quartz_ea_cyan	block_name	sha256:9b4ea4ee420e9aafe5e5aab3bbe6ea6027d8505246dd40c51ac438094bcf579d	Fused Quartz Ea Cyan	
block:block.enderio.fused_quartz_ea_gray	block_name	sha256:9313ed4ebe46c1f927444f5dcaf380a0c0336f466923c5fd19e575eac455e0f3	Fused Quartz Ea Gray	
block:block.enderio.fused_quartz_ea_green	block_name	sha256:d00280ebae2714d05336fa0ff9adaf79dd5a1455a2d6031606b89ffb8fed9858	Fused Quartz Ea Green	
block:block.enderio.fused_quartz_ea_light_blue	block_name	sha256:8d5b3a1707357f80e11da00e020ed9dc67da000ab2cf6f562f4d9fdd173ab4b8	Fused Quartz Ea Light Blue	
block:block.enderio.fused_quartz_ea_light_gray	block_name	sha256:f4206a919e90ee0f109d18c7908c11d1c27a547bdf0423c9be2821d1aec371b2	Fused Quartz Ea Light Gray	
block:block.enderio.fused_quartz_ea_lime	block_name	sha256:20d97fc529732e9473a62d217432a6e174186e9e7d8e8558d3217154ab944529	Fused Quartz Ea Lime	
block:block.enderio.fused_quartz_ea_magenta	block_name	sha256:f647029a148dc779c538725075a39c358490e0d18902312ca65b88d1dd50eaf0	Fused Quartz Ea Magenta	
block:block.enderio.fused_quartz_ea_orange	block_name	sha256:a4a6c8f0177d55abaf20654ec570a3e7eb955c711c4874565b955d2d88e2c977	Fused Quartz Ea Orange	
block:block.enderio.fused_quartz_ea_pink	block_name	sha256:46801327606e6c42c7c35bcd4aa7b6a818eb4a9ebd760bd3f01fe8272e4be605	Fused Quartz Ea Pink	
block:block.enderio.fused_quartz_ea_purple	block_name	sha256:eed890bbd38634b708b569db8153a1b78a1b7e83928c13f3ba4215143baa9a44	Fused Quartz Ea Purple	
block:block.enderio.fused_quartz_ea_red	block_name	sha256:9376694b9843a98bae10ecf9e228f53a6885c64af627001d03b9568ccbe9d87c	Fused Quartz Ea Red	
block:block.enderio.fused_quartz_ea_white	block_name	sha256:de747d7bac6b4bd2f5567c2c9a21621e783abe75f0207b55ec1ba04c598989bf	Fused Quartz Ea White	
block:block.enderio.fused_quartz_ea_yellow	block_name	sha256:cce35582453e13985860a6890c8891e17348ebdda443197b97cb5b4994ac8a05	Fused Quartz Ea Yellow	
block:block.enderio.fused_quartz_em	block_name	sha256:8f66bd1fefa2a4245700b52b5fca806753b0422d24755004bb82b014672e16db	Fused Quartz Em	
block:block.enderio.fused_quartz_em_black	block_name	sha256:55977857e9bfe64f29c7e1e6bd790691199353e5a8b805931fa72b6974824f9b	Fused Quartz Em Black	
block:block.enderio.fused_quartz_em_blue	block_name	sha256:0b8460f93ec1b9f844a45384fd5e57084504e922eaf8fee0907be0bf376f86af	Fused Quartz Em Blue	
block:block.enderio.fused_quartz_em_brown	block_name	sha256:d485e5220b82987f4d00962df803677b09d4b3809e5c1bf9b88efa53c41ff916	Fused Quartz Em Brown	
block:block.enderio.fused_quartz_em_cyan	block_name	sha256:d56e8b8136673a1aad1e47b7f9df32dc776e7207c8e94da70fd26744de462a13	Fused Quartz Em Cyan	
block:block.enderio.fused_quartz_em_gray	block_name	sha256:d114abe900474ff66ab407ecc91b2d58fdd62b640b51c7d13e2e2e54807877f7	Fused Quartz Em Gray	
block:block.enderio.fused_quartz_em_green	block_name	sha256:1f7e5e1443d86c446fa8fbe1ffa707759b25932aabb461eebb7bd0cb2d2f803f	Fused Quartz Em Green	
block:block.enderio.fused_quartz_em_light_blue	block_name	sha256:6b0ffefdb5eddd8e306ccba0ad58178d48e97bf12745a611d942880c663a5570	Fused Quartz Em Light Blue	
block:block.enderio.fused_quartz_em_light_gray	block_name	sha256:03d57b9e0bb780ea03427aa58e7afdb68b141d3f32569401cfee20bbad62e11f	Fused Quartz Em Light Gray	
block:block.enderio.fused_quartz_em_lime	block_name	sha256:d52754537489524e92b7e9b723cbe36c23a3851236d55c272fabd7747272c3c8	Fused Quartz Em Lime	
block:block.enderio.fused_quartz_em_magenta	block_name	sha256:945b0170df2491b902e62e1c6c132ced7c1368b92e89545d63c03d7b0f07538d	Fused Quartz Em Magenta	
block:block.enderio.fused_quartz_em_orange	block_name	sha256:1a72b8a73ee66f8172bf117850238b91627802d2dbcbc34e651fac41c57dccf4	Fused Quartz Em Orange	
block:block.enderio.fused_quartz_em_pink	block_name	sha256:c548712e79f6339ac0e61781ed4d5c2070bc99354cd4ebd332cc4040db9314d2	Fused Quartz Em Pink	
block:block.enderio.fused_quartz_em_purple	block_name	sha256:afec14ca16f8344bc93707f7663c18773a311c648d4332f713c58ebaa5794550	Fused Quartz Em Purple	
block:block.enderio.fused_quartz_em_red	block_name	sha256:f937275030972e013f31db62a009b5b7d0fa01d6e228ced4f2fc6f542a4446a5	Fused Quartz Em Red	
block:block.enderio.fused_quartz_em_white	block_name	sha256:69a6fa453d2a1a20ec137401133076c8222cc5a832e71e29f14c649ad2b5089d	Fused Quartz Em White	
block:block.enderio.fused_quartz_em_yellow	block_name	sha256:3a23af05c0466dbee62ea53d22ad89360721e67a67af625c9fc0e1079a138803	Fused Quartz Em Yellow	
block:block.enderio.fused_quartz_ena	block_name	sha256:5e011aa2e5770c565b87982f82bf42838bbcb480037b35a0561ff03899c6dc57	Fused Quartz Ena	
block:block.enderio.fused_quartz_ena_black	block_name	sha256:4b54cf34a775850798a3b8a1f3837c5fb4be07e01cce39b18887767a6f29f75d	Fused Quartz Ena Black	
block:block.enderio.fused_quartz_ena_blue	block_name	sha256:6e50dbd6e4f5a8607b88b54628d553eccbcf4cd241fa5aefe240c395f96bf15d	Fused Quartz Ena Blue	
block:block.enderio.fused_quartz_ena_brown	block_name	sha256:defecf0f9d721de91790ebbef067e32af606b47f1e47ef5c4ba473d70e5de050	Fused Quartz Ena Brown	
block:block.enderio.fused_quartz_ena_cyan	block_name	sha256:cec301af144ab636a67b26975fc06b9dfb33c66e41c45cf84211b242bb28d0db	Fused Quartz Ena Cyan	
block:block.enderio.fused_quartz_ena_gray	block_name	sha256:5be16d238feedf6a69fd00a8c891c75b227f99c031b2c4d5ae787d922f1e22f2	Fused Quartz Ena Gray	
block:block.enderio.fused_quartz_ena_green	block_name	sha256:db825ee53d8260a70b727b06d134395800cd58a5deae437e8bb89f9c08888d5f	Fused Quartz Ena Green	
block:block.enderio.fused_quartz_ena_light_blue	block_name	sha256:34a093cf9a47a3e79411fe7c02457c3aedbbe37496d1c9f62255285a3f4c7154	Fused Quartz Ena Light Blue	
block:block.enderio.fused_quartz_ena_light_gray	block_name	sha256:01afef0fa4f1877401a3065638f8380309d556ad3b9a7e94214422974d7c5afb	Fused Quartz Ena Light Gray	
block:block.enderio.fused_quartz_ena_lime	block_name	sha256:2c8f3b45311417e9f4a3fb41780307f21b5df245b1f4bbb7ab2fa92c978360ab	Fused Quartz Ena Lime	
block:block.enderio.fused_quartz_ena_magenta	block_name	sha256:e9e1c1109001ecef28b773cd6c1c402ecdfa08ba9bffc34393f87727a47a6ac0	Fused Quartz Ena Magenta	
block:block.enderio.fused_quartz_ena_orange	block_name	sha256:fbdbfe2cf35ef5db207c9b04935380fd64d427b2847fad1ac31d97a657c0b13c	Fused Quartz Ena Orange	
block:block.enderio.fused_quartz_ena_pink	block_name	sha256:bdb9e9435493c7c46b5808af7a69bac688f91827fab3ede68135278eacdf3bd3	Fused Quartz Ena Pink	
block:block.enderio.fused_quartz_ena_purple	block_name	sha256:611cc58b7e28183f34ff7ec296073b9cc3729a6c32c2c5035c9a3bfe2754d4a3	Fused Quartz Ena Purple	
block:block.enderio.fused_quartz_ena_red	block_name	sha256:04712e7f0b46327ffdad3a0774e4865950126c26a43cb9bfdee1be0ef7a0b67d	Fused Quartz Ena Red	
block:block.enderio.fused_quartz_ena_white	block_name	sha256:cda758e8d06a8aa7a9aa211f6b700831092c11af569ef1cb4718da83fc5faa4a	Fused Quartz Ena White	
block:block.enderio.fused_quartz_ena_yellow	block_name	sha256:5b7a6000ae8606432f15774ecd5557d0f100eaa1dd008f0277a5c23f4fdc9013	Fused Quartz Ena Yellow	
block:block.enderio.fused_quartz_enm	block_name	sha256:fc96952c44caaf81ca8703713db401650be43740d906369d20d88638d1e81b61	Fused Quartz Enm	
block:block.enderio.fused_quartz_enm_black	block_name	sha256:bba70ebc8a56f3c4159048820c134f870f0bd169dab0cd019d3575f7bc223fed	Fused Quartz Enm Black	
block:block.enderio.fused_quartz_enm_blue	block_name	sha256:7802f399c57b4bda8646555f1f4a31ccab951b0b374bb3c49c789665d77d1d64	Fused Quartz Enm Blue	
block:block.enderio.fused_quartz_enm_brown	block_name	sha256:ab5f9cb455c1b32355ef7e43d7fbe5ae4e02d1c91345d7eedb3f503a7c8cddd5	Fused Quartz Enm Brown	
block:block.enderio.fused_quartz_enm_cyan	block_name	sha256:5b91a021c3832f8ae5f1a671992e5bb22e77dc69052e932ee01fadc534d2b548	Fused Quartz Enm Cyan	
block:block.enderio.fused_quartz_enm_gray	block_name	sha256:759ba6248b8feda6d205865a95c699795d9af51436176445f7a4684c5e6af196	Fused Quartz Enm Gray	
block:block.enderio.fused_quartz_enm_green	block_name	sha256:db7e3c2e899219919a1230a81be954b16a4e59df35de044b54cbc70d2f802d4c	Fused Quartz Enm Green	
block:block.enderio.fused_quartz_enm_light_blue	block_name	sha256:b389d262eb45ab165faa9e7310c0ee072caf6751e76bdc98178eb350bf3d510a	Fused Quartz Enm Light Blue	
block:block.enderio.fused_quartz_enm_light_gray	block_name	sha256:537be131c3bc57afdc7fa6e392525670dd7209d82811cb2d32257d9456f410de	Fused Quartz Enm Light Gray	
block:block.enderio.fused_quartz_enm_lime	block_name	sha256:25fc0f485266fd8cbec5682fbd79099fdec24895680e4872c74a0717573d4b33	Fused Quartz Enm Lime	
block:block.enderio.fused_quartz_enm_magenta	block_name	sha256:de9722f501a1748f8407c11f1aec51f7ba6cc8d443f39b976e3822d31429eeb5	Fused Quartz Enm Magenta	
block:block.enderio.fused_quartz_enm_orange	block_name	sha256:a9f9aaf11d292bf98066e3847ccb03c0934e4fd9e90b9867b8924875649a7580	Fused Quartz Enm Orange	
block:block.enderio.fused_quartz_enm_pink	block_name	sha256:0ee5c1d46fc840302f29e42cebf1783dba069a2bbcc3b23671048d43251f170d	Fused Quartz Enm Pink	
block:block.enderio.fused_quartz_enm_purple	block_name	sha256:05e770029869bee37741d4ce5d41f8d3a82b13103e6660932ff3e83fefc018cd	Fused Quartz Enm Purple	
block:block.enderio.fused_quartz_enm_red	block_name	sha256:4fb65d1b4801a0b8fecf5eb850be26874c2d0c1a45966bccdad25d5c780070c6	Fused Quartz Enm Red	
block:block.enderio.fused_quartz_enm_white	block_name	sha256:89263388c166f7b1d56c93c79b7f5ea272516b664768a623797e265d08b58679	Fused Quartz Enm White	
block:block.enderio.fused_quartz_enm_yellow	block_name	sha256:3a3db59092adf9398fdb0106a1813d4a0e6b27446fca4ee6e470f8b926751fbd	Fused Quartz Enm Yellow	
block:block.enderio.fused_quartz_enp	block_name	sha256:09da7e1d691be413a2ceabf1e4f872a6a4da5904d865fd06a896708e177ce18d	Fused Quartz Enp	
block:block.enderio.fused_quartz_enp_black	block_name	sha256:34ffa345e997270902f37336709fa9b8687dc740a4050a468fba8b7bad8e0133	Fused Quartz Enp Black	
block:block.enderio.fused_quartz_enp_blue	block_name	sha256:7d1c8ddbe10c4a63fabc89f342dde9f4ac7cac067c5c660d9f007cbbdaa1d512	Fused Quartz Enp Blue	
block:block.enderio.fused_quartz_enp_brown	block_name	sha256:135ba3340d47c959a011d47bb7bcd169b84b88e98bf0ad1d941b18f6c51f5b2b	Fused Quartz Enp Brown	
block:block.enderio.fused_quartz_enp_cyan	block_name	sha256:4c94415691895e4fb14217f3cce1cabaef1e8ec05ac9437894b9898008d02393	Fused Quartz Enp Cyan	
block:block.enderio.fused_quartz_enp_gray	block_name	sha256:4f72bf06b29c85f3e509622e793409e20d85d0ca2216eea3422a386826d21fce	Fused Quartz Enp Gray	
block:block.enderio.fused_quartz_enp_green	block_name	sha256:9626ea487615ffbed59b1767de47421eb67c58245472de00930b5221faf201ef	Fused Quartz Enp Green	
block:block.enderio.fused_quartz_enp_light_blue	block_name	sha256:41ac4c51af4c582eea05766d696adc83b9d8e7df624ed16f723f02490df1e29b	Fused Quartz Enp Light Blue	
block:block.enderio.fused_quartz_enp_light_gray	block_name	sha256:0de097f1c8a4ecb4aa048bcd3e68cfd0d5e9b81df0aee99e034e15ed0359b01e	Fused Quartz Enp Light Gray	
block:block.enderio.fused_quartz_enp_lime	block_name	sha256:d101368e6cfdf8c92e9012d542ce49b2ec57d25b2d2dc4e6b0d53b2d1b08b873	Fused Quartz Enp Lime	
block:block.enderio.fused_quartz_enp_magenta	block_name	sha256:4de0222dd5e474576c5ce151711a03ae928b47f42c67a12870c4abf1ecca7b6b	Fused Quartz Enp Magenta	
block:block.enderio.fused_quartz_enp_orange	block_name	sha256:4d9fb67d4bcf31e8fc07a437e8a6d61f0f71f3f315f0c0ffb649f5dbd6c7df55	Fused Quartz Enp Orange	
block:block.enderio.fused_quartz_enp_pink	block_name	sha256:7bcb0de15d5ef02a2a0a871e7c65b3b275831d34c821673dc55e489477cec1ff	Fused Quartz Enp Pink	
